ticket_id,created_at,category,priority,channel,assigned_team,agent,current_stage,status,first_response_hours,waiting_hours,resolution_hours,queue_age_hours,sla_hours,sla_breach,customer_satisfaction
TKT-18052,2025-06-13 08:52:22.774588728,Account & Access,Medium,Web Form,Tier 1,T1-Agent-02,Resolved,Resolved,1.63,2.04,3.46,2.04,48,False,4.69
TKT-18053,2025-06-13 09:05:24.733636682,Security,Critical,Web Form,Tier 3,T3-Agent-03,Resolved,Resolved,6.55,34.89,89.13,34.89,8,True,2.27
TKT-18054,2025-06-13 09:18:26.692684634,Technical Issue,Critical,Chat,Tier 2,T2-Agent-05,Resolved,Resolved,10.01,86.03,156.65,86.03,8,True,1.5
TKT-18055,2025-06-13 09:31:28.651732586,Technical Issue,High,Chat,Tier 2,T2-Agent-08,In Progress,In Progress,7.13,34.69,136.61,65.22,24,True,2.01
TKT-18056,2025-06-13 09:44:30.610780538,Technical Issue,Medium,Web Form,Tier 2,T2-Agent-06,Resolved,Resolved,7.27,14.31,77.04,14.31,48,True,3.01
TKT-18057,2025-06-13 09:57:32.569828490,Technical Issue,High,Email,Tier 2,T2-Agent-04,Resolved,Resolved,1.34,54.58,146.9,54.58,24,True,2.72
TKT-18058,2025-06-13 10:10:34.528876444,Billing,Low,Email,Tier 1,T1-Agent-11,Resolved,Resolved,2.31,2.95,8.93,2.95,72,False,4.1
TKT-18059,2025-06-13 10:23:36.487924396,Feature Request,Medium,Chat,Tier 2,T2-Agent-07,Resolved,Resolved,6.51,16.0,35.37,16.0,48,False,4.25
TKT-18060,2025-06-13 10:36:38.446972348,Bug Report,High,Chat,Tier 3,T3-Agent-05,Resolved,Resolved,13.94,32.53,46.54,32.53,24,True,3.29
TKT-18061,2025-06-13 10:49:40.406020300,Integration/API,High,Chat,Tier 2,T2-Agent-07,Resolved,Resolved,2.56,42.38,73.57,42.38,24,True,2.59
TKT-18062,2025-06-13 11:02:42.365068252,Technical Issue,High,Chat,Tier 2,T2-Agent-01,Resolved,Resolved,3.16,32.44,154.12,32.44,24,True,1.43
TKT-18063,2025-06-13 11:15:44.324116206,Feature Request,Low,Web Form,Tier 2,T2-Agent-10,Resolved,Resolved,1.83,27.48,31.97,27.48,72,False,4.1
TKT-18064,2025-06-13 11:28:46.283164158,Account & Access,Medium,Email,Tier 1,T1-Agent-05,Resolved,Resolved,0.75,0.36,25.0,0.36,48,False,4.31
TKT-18065,2025-06-13 11:41:48.242212110,Integration/API,High,Email,Tier 2,T2-Agent-09,In Progress,In Progress,12.14,18.15,56.25,23.22,24,True,2.69
TKT-18066,2025-06-13 11:54:50.201260062,Integration/API,High,Chat,Tier 2,T2-Agent-07,Resolved,Resolved,8.01,48.16,77.02,48.16,24,True,3.23
TKT-18067,2025-06-13 12:07:52.160308014,Technical Issue,Medium,Email,Tier 2,T2-Agent-07,Resolved,Resolved,30.99,15.4,75.17,15.4,48,True,2.83
TKT-18068,2025-06-13 12:20:54.119355968,Product Question,Medium,Phone,Tier 3,T3-Agent-03,Resolved,Resolved,5.67,10.6,24.96,10.6,48,False,3.62
TKT-18069,2025-06-13 12:33:56.078403920,Feature Request,Low,Phone,Tier 2,T2-Agent-08,In Progress,In Progress,4.57,16.22,57.77,79.74,72,False,2.66
TKT-18070,2025-06-13 12:46:58.037451872,Account & Access,High,Chat,Tier 1,T1-Agent-07,Resolved,Resolved,0.2,10.26,12.51,10.26,24,False,4.33
TKT-18071,2025-06-13 12:59:59.996499824,Integration/API,High,Email,Tier 2,T2-Agent-03,Resolved,Resolved,5.24,30.96,77.79,30.96,24,True,3.71
TKT-18072,2025-06-13 13:13:01.955547776,Security,Critical,Email,Tier 3,T3-Agent-01,Resolved,Resolved,27.92,0.22,68.47,0.22,8,True,2.45
TKT-18073,2025-06-13 13:26:03.914595730,Account & Access,Medium,Chat,Tier 1,T1-Agent-02,Resolved,Resolved,1.63,2.19,10.88,2.19,48,False,4.48
TKT-18074,2025-06-13 13:39:05.873643682,Account & Access,High,Phone,Tier 1,T1-Agent-10,Resolved,Resolved,2.04,2.69,6.86,2.69,24,False,4.92
TKT-18075,2025-06-13 13:52:07.832691634,Billing,Medium,Email,Tier 1,T1-Agent-07,Resolved,Resolved,0.66,6.25,10.67,6.25,48,False,3.83
TKT-18076,2025-06-13 14:05:09.791739586,Bug Report,Medium,Email,Tier 3,T3-Agent-02,Resolved,Resolved,3.18,10.63,41.34,10.63,48,False,4.06
TKT-18077,2025-06-13 14:18:11.750787538,Billing,Medium,Chat,Tier 1,T1-Agent-08,Resolved,Resolved,2.0,6.05,23.47,6.05,48,False,3.62
TKT-18078,2025-06-13 14:31:13.709835492,Billing,Medium,Chat,Tier 1,T1-Agent-02,Resolved,Resolved,0.26,3.06,5.46,3.06,48,False,4.95
TKT-18079,2025-06-13 14:44:15.668883444,Technical Issue,High,Web Form,Tier 2,T2-Agent-09,Resolved,Resolved,16.99,44.54,81.85,44.54,24,True,2.35
TKT-18080,2025-06-13 14:57:17.627931396,Security,Critical,Web Form,Tier 3,T3-Agent-04,Resolved,Resolved,6.09,19.85,157.26,19.85,8,True,1.61
TKT-18081,2025-06-13 15:10:19.586979348,Feature Request,Medium,Web Form,Tier 2,T2-Agent-10,Resolved,Resolved,15.01,64.93,75.6,64.93,48,True,2.5
TKT-18082,2025-06-13 15:23:21.546027300,Product Question,Medium,Chat,Tier 1,T1-Agent-07,Resolved,Resolved,0.85,0.58,8.46,0.58,48,False,4.82
TKT-18083,2025-06-13 15:36:23.505075254,Security,Critical,Email,Tier 3,T3-Agent-02,Resolved,Resolved,16.42,6.69,183.46,6.69,8,True,1.0
TKT-18084,2025-06-13 15:49:25.464123206,Integration/API,High,Web Form,Tier 2,T2-Agent-07,Resolved,Resolved,5.68,22.33,171.17,22.33,24,True,1.0
TKT-18085,2025-06-13 16:02:27.423171158,Security,High,Chat,Tier 3,T3-Agent-01,Resolved,Resolved,6.29,12.1,42.61,12.1,24,True,3.33
TKT-18086,2025-06-13 16:15:29.382219110,Technical Issue,High,Email,Tier 2,T2-Agent-03,Resolved,Resolved,9.34,4.87,61.32,4.87,24,True,3.73
TKT-18087,2025-06-13 16:28:31.341267062,Technical Issue,Medium,Web Form,Tier 2,T2-Agent-06,Resolved,Resolved,3.74,49.18,105.99,49.18,48,True,1.45
TKT-18088,2025-06-13 16:41:33.300315016,Feature Request,Medium,Web Form,Tier 3,T3-Agent-01,Resolved,Resolved,7.72,23.51,79.06,23.51,48,True,2.81
TKT-18089,2025-06-13 16:54:35.259362968,Billing,High,Chat,Tier 1,T1-Agent-15,Resolved,Resolved,3.16,2.92,7.89,2.92,24,False,4.76
TKT-18090,2025-06-13 17:07:37.218410920,Account & Access,Medium,Phone,Tier 3,T3-Agent-03,Resolved,Resolved,4.65,13.49,64.87,13.49,48,True,3.01
TKT-18091,2025-06-13 17:20:39.177458872,Bug Report,Medium,Web Form,Tier 3,T3-Agent-05,Resolved,Resolved,2.03,11.07,29.58,11.07,48,False,4.08
TKT-18092,2025-06-13 17:33:41.136506824,Product Question,Medium,Phone,Tier 1,T1-Agent-14,Resolved,Resolved,3.12,3.75,9.1,3.75,48,False,5.0
TKT-18093,2025-06-13 17:46:43.095554778,Account & Access,Medium,Web Form,Tier 1,T1-Agent-01,Resolved,Resolved,1.14,5.22,11.07,5.22,48,False,4.43
TKT-18094,2025-06-13 17:59:45.054602730,Account & Access,Medium,Web Form,Tier 1,T1-Agent-04,Resolved,Resolved,2.24,0.24,17.87,0.24,48,False,4.83
TKT-18095,2025-06-13 18:12:47.013650682,Billing,Critical,Email,Tier 3,T3-Agent-01,Resolved,Resolved,16.06,16.4,83.8,16.4,8,True,3.38
TKT-18096,2025-06-13 18:25:48.972698634,Technical Issue,Medium,Chat,Tier 2,T2-Agent-03,Waiting for Agent,Open,13.25,17.61,42.96,23.06,48,False,3.61
TKT-18097,2025-06-13 18:38:50.931746586,Technical Issue,Medium,Chat,Tier 2,T2-Agent-06,Resolved,Resolved,6.77,48.84,89.45,48.84,48,True,2.78
TKT-18098,2025-06-13 18:51:52.890794540,Product Question,High,Web Form,Tier 3,T3-Agent-05,Resolved,Resolved,7.04,27.25,59.88,27.25,24,True,2.99
TKT-18099,2025-06-13 19:04:54.849842492,Bug Report,Medium,Phone,Tier 3,T3-Agent-03,Resolved,Resolved,6.9,7.2,79.16,7.2,48,True,3.12
TKT-18100,2025-06-13 19:17:56.808890444,Billing,Medium,Email,Tier 1,T1-Agent-12,Resolved,Resolved,0.75,2.42,18.36,2.42,48,False,4.91
TKT-18101,2025-06-13 19:30:58.767938396,Account & Access,Medium,Web Form,Tier 1,T1-Agent-13,Resolved,Resolved,0.88,3.88,28.59,3.88,48,False,3.57
TKT-18102,2025-06-13 19:44:00.726986348,Integration/API,Medium,Email,Tier 2,T2-Agent-04,Waiting for Agent,In Progress,6.36,12.17,65.38,24.38,48,True,3.12
TKT-18103,2025-06-13 19:57:02.686034302,Technical Issue,Medium,Web Form,Tier 2,T2-Agent-04,Resolved,Resolved,4.01,23.57,76.57,23.57,48,True,2.53
TKT-18104,2025-06-13 20:10:04.645082254,Account & Access,Medium,Email,Tier 3,T3-Agent-05,Resolved,Resolved,6.98,26.21,40.12,26.21,48,False,3.97
TKT-18105,2025-06-13 20:23:06.604130206,Technical Issue,Critical,Chat,Tier 2,T2-Agent-03,Resolved,Resolved,27.33,68.13,163.98,68.13,8,True,1.0
TKT-18106,2025-06-13 20:36:08.563178158,Integration/API,High,Chat,Tier 2,T2-Agent-08,Resolved,Resolved,5.24,25.91,74.22,25.91,24,True,3.39
TKT-18107,2025-06-13 20:49:10.522226110,Technical Issue,Medium,Web Form,Tier 2,T2-Agent-07,Resolved,Resolved,2.06,25.67,57.54,25.67,48,True,2.84
TKT-18108,2025-06-13 21:02:12.481274064,Billing,Medium,Chat,Tier 1,T1-Agent-05,Resolved,Resolved,3.19,4.37,7.97,4.37,48,False,5.0
TKT-18109,2025-06-13 21:15:14.440322016,Product Question,Medium,Email,Tier 1,T1-Agent-03,Resolved,Resolved,5.96,0.77,11.31,0.77,48,False,5.0
TKT-18110,2025-06-13 21:28:16.399369968,Bug Report,High,Chat,Tier 3,T3-Agent-04,Resolved,Resolved,15.02,15.84,32.22,15.84,24,True,3.33
TKT-18111,2025-06-13 21:41:18.358417920,Integration/API,Medium,Chat,Tier 2,T2-Agent-07,Resolved,Resolved,19.63,7.72,26.09,7.72,48,False,4.73
TKT-18112,2025-06-13 21:54:20.317465872,Security,High,Chat,Tier 3,T3-Agent-02,Resolved,Resolved,9.78,4.4,10.9,4.4,24,False,5.0
TKT-18113,2025-06-13 22:07:22.276513826,Integration/API,Medium,Email,Tier 2,T2-Agent-07,Resolved,Resolved,7.27,21.21,88.79,21.21,48,True,1.13
TKT-18114,2025-06-13 22:20:24.235561778,Account & Access,High,Phone,Tier 1,T1-Agent-08,Resolved,Resolved,2.1,12.03,22.33,12.03,24,False,4.72
TKT-18115,2025-06-13 22:33:26.194609730,Technical Issue,Medium,Email,Tier 2,T2-Agent-01,Resolved,Resolved,2.51,9.65,50.17,9.65,48,True,3.24
TKT-18116,2025-06-13 22:46:28.153657682,Technical Issue,Low,Email,Tier 2,T2-Agent-05,Escalated,In Progress,13.45,11.96,65.57,34.65,72,False,3.42
TKT-18117,2025-06-13 22:59:30.112705634,Account & Access,High,Chat,Tier 1,T1-Agent-04,Resolved,Resolved,1.52,1.41,12.24,1.41,24,False,4.03
TKT-18118,2025-06-13 23:12:32.071753588,Technical Issue,High,Email,Tier 2,T2-Agent-05,Resolved,Resolved,3.43,32.91,65.37,32.91,24,True,3.18
TKT-18119,2025-06-13 23:25:34.030801540,Account & Access,Medium,Chat,Tier 1,T1-Agent-02,Resolved,Resolved,0.45,1.75,5.24,1.75,48,False,4.82
TKT-18120,2025-06-13 23:38:35.989849492,Integration/API,High,Email,Tier 2,T2-Agent-10,Resolved,Resolved,2.75,26.37,148.03,26.37,24,True,1.89
TKT-18121,2025-06-13 23:51:37.948897444,Integration/API,High,Chat,Tier 2,T2-Agent-01,Resolved,Resolved,1.78,37.25,79.31,37.25,24,True,2.68
TKT-18122,2025-06-14 00:04:39.907945396,Account & Access,Medium,Chat,Tier 1,T1-Agent-12,Resolved,Resolved,2.1,0.49,4.37,0.49,48,False,4.02
TKT-18123,2025-06-14 00:17:41.866993348,Billing,Medium,Chat,Tier 3,T3-Agent-02,Resolved,Resolved,3.36,8.0,43.67,8.0,48,False,4.21
TKT-18124,2025-06-14 00:30:43.826041302,Technical Issue,High,Email,Tier 2,T2-Agent-07,Resolved,Resolved,6.59,81.91,122.7,81.91,24,True,2.61
TKT-18125,2025-06-14 00:43:45.785089254,Billing,Medium,Chat,Tier 1,T1-Agent-02,Resolved,Resolved,0.46,7.31,19.84,7.31,48,False,3.94
TKT-18126,2025-06-14 00:56:47.744137206,Product Question,High,Web Form,Tier 1,T1-Agent-01,Resolved,Resolved,2.19,6.25,24.94,6.25,24,True,3.64
TKT-18127,2025-06-14 01:09:49.703185158,Account & Access,High,Web Form,Tier 1,T1-Agent-14,Resolved,Resolved,1.68,12.93,14.98,12.93,24,False,4.52
TKT-18128,2025-06-14 01:22:51.662233110,Account & Access,Medium,Email,Tier 1,T1-Agent-02,Resolved,Resolved,0.61,7.54,11.71,7.54,48,False,4.41
TKT-18129,2025-06-14 01:35:53.621281064,Security,Medium,Chat,Tier 3,T3-Agent-04,Resolved,Resolved,6.68,20.44,43.19,20.44,48,False,4.38
TKT-18130,2025-06-14 01:48:55.580329016,Product Question,High,Chat,Tier 1,T1-Agent-10,Waiting for Customer,Open,3.53,2.96,13.49,28.63,24,False,4.58
TKT-18131,2025-06-14 02:01:57.539376968,Product Question,Medium,Email,Tier 1,T1-Agent-04,Resolved,Resolved,2.94,5.23,9.35,5.23,48,False,4.69
TKT-18132,2025-06-14 02:14:59.498424920,Technical Issue,Medium,Chat,Tier 2,T2-Agent-10,Resolved,Resolved,18.55,23.09,60.28,23.09,48,True,2.2
TKT-18133,2025-06-14 02:28:01.457472872,Technical Issue,High,Web Form,Tier 2,T2-Agent-09,Resolved,Resolved,8.08,2.93,36.39,2.93,24,True,3.56
TKT-18134,2025-06-14 02:41:03.416520826,Account & Access,Medium,Phone,Tier 1,T1-Agent-01,In Progress,In Progress,4.15,3.7,11.53,22.19,48,False,4.82
TKT-18135,2025-06-14 02:54:05.375568778,Security,Medium,Email,Tier 3,T3-Agent-01,Resolved,Resolved,3.87,1.47,8.16,1.47,48,False,4.07
TKT-18136,2025-06-14 03:07:07.334616730,Technical Issue,Medium,Chat,Tier 2,T2-Agent-10,Resolved,Resolved,3.04,3.02,53.89,3.02,48,True,3.91
TKT-18137,2025-06-14 03:20:09.293664682,Account & Access,High,Phone,Tier 1,T1-Agent-02,Resolved,Resolved,0.91,8.73,10.85,8.73,24,False,4.4
TKT-18138,2025-06-14 03:33:11.252712634,Security,Critical,Chat,Tier 3,T3-Agent-03,In Progress,In Progress,13.07,50.42,167.48,69.95,8,True,1.17
TKT-18139,2025-06-14 03:46:13.211760588,Billing,Medium,Phone,Tier 1,T1-Agent-12,Resolved,Resolved,3.58,10.49,15.04,10.49,48,False,4.92
TKT-18140,2025-06-14 03:59:15.170808540,Account & Access,Low,Web Form,Tier 1,T1-Agent-06,Triage,Open,1.71,4.93,9.33,33.68,72,False,4.81
TKT-18141,2025-06-14 04:12:17.129856492,Product Question,Medium,Web Form,Tier 1,T1-Agent-15,Resolved,Resolved,1.26,2.75,13.54,2.75,48,False,3.98
TKT-18142,2025-06-14 04:25:19.088904444,Billing,Medium,Web Form,Tier 1,T1-Agent-11,Resolved,Resolved,3.22,2.53,3.69,2.53,48,False,4.09
TKT-18143,2025-06-14 04:38:21.047952396,Security,High,Email,Tier 3,T3-Agent-05,Resolved,Resolved,3.95,5.47,17.08,5.47,24,False,5.0
TKT-18144,2025-06-14 04:51:23.007000350,Technical Issue,High,Web Form,Tier 2,T2-Agent-10,Resolved,Resolved,22.27,13.93,71.17,13.93,24,True,2.3
TKT-18145,2025-06-14 05:04:24.966048302,Bug Report,Low,Email,Tier 3,T3-Agent-01,Resolved,Resolved,4.66,11.36,55.62,11.36,72,False,3.44
TKT-18146,2025-06-14 05:17:26.925096254,Account & Access,High,Web Form,Tier 3,T3-Agent-02,Resolved,Resolved,3.43,4.65,41.84,4.65,24,True,2.42
TKT-18147,2025-06-14 05:30:28.884144206,Bug Report,Critical,Chat,Tier 3,T3-Agent-01,Resolved,Resolved,3.75,63.81,139.39,63.81,8,True,1.91
TKT-18148,2025-06-14 05:43:30.843192158,Bug Report,Critical,Web Form,Tier 3,T3-Agent-06,Resolved,Resolved,12.8,20.67,57.18,20.67,8,True,3.07
TKT-18149,2025-06-14 05:56:32.802240112,Bug Report,High,Email,Tier 3,T3-Agent-04,Resolved,Resolved,5.94,4.9,66.44,4.9,24,True,2.67
TKT-18150,2025-06-14 06:09:34.761288064,Feature Request,Medium,Email,Tier 2,T2-Agent-02,Resolved,Resolved,28.25,26.01,53.77,26.01,48,True,3.58
TKT-18151,2025-06-14 06:22:36.720336016,Integration/API,Medium,Email,Tier 2,T2-Agent-03,Resolved,Resolved,12.45,5.64,70.69,5.64,48,True,2.86
TKT-18152,2025-06-14 06:35:38.679383968,Technical Issue,Medium,Chat,Tier 2,T2-Agent-09,Resolved,Resolved,5.25,47.98,67.11,47.98,48,True,2.96
TKT-18153,2025-06-14 06:48:40.638431920,Technical Issue,High,Email,Tier 2,T2-Agent-06,Resolved,Resolved,2.57,24.34,45.16,24.34,24,True,3.84
TKT-18154,2025-06-14 07:01:42.597479874,Account & Access,High,Email,Tier 1,T1-Agent-11,Resolved,Resolved,5.91,2.66,13.69,2.66,24,False,4.03
TKT-18155,2025-06-14 07:14:44.556527826,Billing,High,Web Form,Tier 1,T1-Agent-08,Resolved,Resolved,5.87,9.32,21.65,9.32,24,False,3.67
TKT-18156,2025-06-14 07:27:46.515575778,Account & Access,Medium,Web Form,Tier 1,T1-Agent-08,Resolved,Resolved,3.17,2.49,13.2,2.49,48,False,4.97
TKT-18157,2025-06-14 07:40:48.474623730,Integration/API,High,Chat,Tier 2,T2-Agent-09,Resolved,Resolved,0.35,72.57,267.28,72.57,24,True,1.0
TKT-18158,2025-06-14 07:53:50.433671682,Integration/API,Medium,Web Form,Tier 2,T2-Agent-06,Resolved,Resolved,7.32,13.54,36.11,13.54,48,False,3.84
TKT-18159,2025-06-14 08:06:52.392719636,Security,High,Email,Tier 3,T3-Agent-05,Resolved,Resolved,6.97,84.25,120.02,84.25,24,True,2.11
TKT-18160,2025-06-14 08:19:54.351767588,Billing,Medium,Web Form,Tier 3,T3-Agent-06,Resolved,Resolved,2.86,10.55,23.7,10.55,48,False,4.7
TKT-18161,2025-06-14 08:32:56.310815540,Bug Report,Critical,Chat,Tier 3,T3-Agent-03,Resolved,Resolved,9.59,61.85,168.74,61.85,8,True,1.36
TKT-18162,2025-06-14 08:45:58.269863492,Integration/API,Critical,Email,Tier 3,T3-Agent-05,Resolved,Resolved,6.56,30.43,184.06,30.43,8,True,1.31
TKT-18163,2025-06-14 08:59:00.228911444,Security,High,Web Form,Tier 3,T3-Agent-06,Resolved,Resolved,2.44,33.63,58.96,33.63,24,True,2.43
TKT-18164,2025-06-14 09:12:02.187959398,Bug Report,Critical,Phone,Tier 3,T3-Agent-06,Resolved,Resolved,13.2,8.41,212.57,8.41,8,True,1.0
TKT-18165,2025-06-14 09:25:04.147007350,Account & Access,Medium,Email,Tier 1,T1-Agent-07,Resolved,Resolved,0.83,1.58,19.24,1.58,48,False,4.51
TKT-18166,2025-06-14 09:38:06.106055302,Technical Issue,High,Email,Tier 2,T2-Agent-02,Resolved,Resolved,7.06,61.11,106.16,61.11,24,True,2.35
TKT-18167,2025-06-14 09:51:08.065103254,Security,High,Web Form,Tier 3,T3-Agent-06,Resolved,Resolved,6.5,24.65,88.28,24.65,24,True,3.3
TKT-18168,2025-06-14 10:04:10.024151206,Integration/API,Medium,Email,Tier 2,T2-Agent-04,Resolved,Resolved,4.61,59.57,90.97,59.57,48,True,2.69
TKT-18169,2025-06-14 10:17:11.983199160,Bug Report,Medium,Chat,Tier 3,T3-Agent-01,Resolved,Resolved,9.75,30.56,45.52,30.56,48,False,3.67
TKT-18170,2025-06-14 10:30:13.942247112,Bug Report,Medium,Email,Tier 3,T3-Agent-02,Resolved,Resolved,6.5,8.71,24.58,8.71,48,False,4.99
TKT-18171,2025-06-14 10:43:15.901295064,Integration/API,High,Email,Tier 2,T2-Agent-09,Waiting for Customer,Open,8.54,21.62,75.28,33.01,24,True,3.61
TKT-18172,2025-06-14 10:56:17.860343016,Bug Report,Medium,Web Form,Tier 3,T3-Agent-02,Resolved,Resolved,8.19,16.24,81.48,16.24,48,True,2.71
TKT-18173,2025-06-14 11:09:19.819390968,Feature Request,Medium,Phone,Tier 2,T2-Agent-07,Resolved,Resolved,3.09,45.71,170.92,45.71,48,True,1.0
TKT-18174,2025-06-14 11:22:21.778438922,Feature Request,High,Chat,Tier 2,T2-Agent-10,Resolved,Resolved,0.67,37.9,100.95,37.9,24,True,2.83
TKT-18175,2025-06-14 11:35:23.737486874,Account & Access,Medium,Web Form,Tier 1,T1-Agent-11,Waiting for Agent,Open,1.96,1.79,7.3,18.96,48,False,4.98
TKT-18176,2025-06-14 11:48:25.696534826,Technical Issue,Medium,Email,Tier 2,T2-Agent-06,Resolved,Resolved,6.19,19.54,51.24,19.54,48,True,2.95
TKT-18177,2025-06-14 12:01:27.655582778,Technical Issue,High,Email,Tier 2,T2-Agent-04,Resolved,Resolved,7.99,4.91,52.54,4.91,24,True,3.22
TKT-18178,2025-06-14 12:14:29.614630730,Billing,Low,Chat,Tier 1,T1-Agent-13,Resolved,Resolved,0.74,2.15,16.66,2.15,72,False,5.0
TKT-18179,2025-06-14 12:27:31.573678684,Bug Report,Critical,Email,Tier 3,T3-Agent-05,Resolved,Resolved,3.87,42.01,149.54,42.01,8,True,1.19
TKT-18180,2025-06-14 12:40:33.532726636,Bug Report,Medium,Chat,Tier 3,T3-Agent-01,Waiting for Agent,Open,4.32,13.21,124.16,29.0,48,True,1.8
TKT-18181,2025-06-14 12:53:35.491774588,Billing,Low,Phone,Tier 1,T1-Agent-07,Resolved,Resolved,2.49,1.46,8.49,1.46,72,False,4.21
TKT-18182,2025-06-14 13:06:37.450822540,Account & Access,High,Email,Tier 1,T1-Agent-08,Waiting for Agent,Open,0.62,4.73,19.41,7.72,24,False,3.46
TKT-18183,2025-06-14 13:19:39.409870492,Billing,Medium,Phone,Tier 1,T1-Agent-06,Resolved,Resolved,1.72,8.47,14.82,8.47,48,False,4.65
TKT-18184,2025-06-14 13:32:41.368918446,Bug Report,Medium,Chat,Tier 3,T3-Agent-06,Resolved,Resolved,4.9,24.22,204.98,24.22,48,True,1.0
TKT-18185,2025-06-14 13:45:43.327966398,Product Question,Low,Email,Tier 1,T1-Agent-15,Resolved,Resolved,2.06,2.63,4.65,2.63,72,False,4.73
TKT-18186,2025-06-14 13:58:45.287014350,Technical Issue,Medium,Chat,Tier 2,T2-Agent-04,Resolved,Resolved,11.18,17.21,57.17,17.21,48,True,3.78
TKT-18187,2025-06-14 14:11:47.246062302,Account & Access,High,Chat,Tier 1,T1-Agent-01,Resolved,Resolved,5.55,2.0,15.82,2.0,24,False,4.33
TKT-18188,2025-06-14 14:24:49.205110254,Product Question,Low,Web Form,Tier 1,T1-Agent-08,Resolved,Resolved,0.69,2.87,10.08,2.87,72,False,4.58
TKT-18189,2025-06-14 14:37:51.164158208,Product Question,Low,Web Form,Tier 1,T1-Agent-10,Resolved,Resolved,1.48,0.97,13.18,0.97,72,False,4.31
TKT-18190,2025-06-14 14:50:53.123206160,Bug Report,Critical,Chat,Tier 3,T3-Agent-02,Resolved,Resolved,12.97,23.04,43.31,23.04,8,True,3.83
TKT-18191,2025-06-14 15:03:55.082254112,Feature Request,Medium,Web Form,Tier 2,T2-Agent-07,Resolved,Resolved,6.48,29.28,51.23,29.28,48,True,3.4
TKT-18192,2025-06-14 15:16:57.041302064,Technical Issue,Low,Chat,Tier 2,T2-Agent-08,Resolved,Resolved,11.43,63.35,102.94,63.35,72,True,2.33
TKT-18193,2025-06-14 15:29:59.000350016,Technical Issue,Low,Email,Tier 2,T2-Agent-01,Resolved,Resolved,2.12,26.4,51.79,26.4,72,False,4.39
TKT-18194,2025-06-14 15:43:00.959397970,Account & Access,High,Phone,Tier 1,T1-Agent-01,Resolved,Resolved,4.87,1.73,11.76,1.73,24,False,3.97
TKT-18195,2025-06-14 15:56:02.918445922,Account & Access,Medium,Email,Tier 1,T1-Agent-09,Resolved,Resolved,5.36,2.78,5.27,2.78,48,False,5.0
TKT-18196,2025-06-14 16:09:04.877493874,Billing,Medium,Chat,Tier 1,T1-Agent-09,Resolved,Resolved,1.15,3.21,8.2,3.21,48,False,5.0
TKT-18197,2025-06-14 16:22:06.836541826,Technical Issue,High,Web Form,Tier 2,T2-Agent-09,In Progress,In Progress,7.9,12.8,104.32,24.27,24,True,2.71
TKT-18198,2025-06-14 16:35:08.795589778,Technical Issue,High,Email,Tier 2,T2-Agent-02,Resolved,Resolved,20.92,11.47,21.81,11.47,24,False,4.97
TKT-18199,2025-06-14 16:48:10.754637732,Bug Report,Critical,Chat,Tier 3,T3-Agent-03,Resolved,Resolved,3.51,48.04,85.08,48.04,8,True,2.49
TKT-18200,2025-06-14 17:01:12.713685684,Technical Issue,High,Email,Tier 2,T2-Agent-05,Waiting for Agent,Open,3.39,27.98,87.71,29.31,24,True,1.89
TKT-18201,2025-06-14 17:14:14.672733636,Bug Report,High,Email,Tier 3,T3-Agent-04,Resolved,Resolved,6.31,20.3,58.15,20.3,24,True,3.27
TKT-18202,2025-06-14 17:27:16.631781588,Account & Access,High,Chat,Tier 1,T1-Agent-08,Resolved,Resolved,2.26,2.1,12.7,2.1,24,False,4.92
TKT-18203,2025-06-14 17:40:18.590829540,Account & Access,Low,Phone,Tier 3,T3-Agent-05,In Progress,In Progress,1.57,4.71,16.31,15.42,72,False,4.15
TKT-18204,2025-06-14 17:53:20.549877494,Technical Issue,High,Email,Tier 2,T2-Agent-05,Resolved,Resolved,2.53,32.21,112.09,32.21,24,True,1.92
TKT-18205,2025-06-14 18:06:22.508925446,Technical Issue,High,Web Form,Tier 2,T2-Agent-02,Resolved,Resolved,1.59,26.15,73.93,26.15,24,True,2.45
TKT-18206,2025-06-14 18:19:24.467973398,Account & Access,Low,Chat,Tier 1,T1-Agent-01,Resolved,Resolved,0.83,0.61,3.06,0.61,72,False,4.54
TKT-18207,2025-06-14 18:32:26.427021350,Bug Report,Medium,Web Form,Tier 3,T3-Agent-01,Resolved,Resolved,9.17,2.86,75.72,2.86,48,True,2.5
TKT-18208,2025-06-14 18:45:28.386069302,Feature Request,Low,Web Form,Tier 2,T2-Agent-06,Resolved,Resolved,0.55,47.23,81.26,47.23,72,True,2.75
TKT-18209,2025-06-14 18:58:30.345117256,Technical Issue,Medium,Chat,Tier 2,T2-Agent-05,Resolved,Resolved,3.76,31.38,156.63,31.38,48,True,1.27
TKT-18210,2025-06-14 19:11:32.304165208,Technical Issue,High,Chat,Tier 2,T2-Agent-03,Resolved,Resolved,11.85,29.79,119.24,29.79,24,True,2.19
TKT-18211,2025-06-14 19:24:34.263213160,Technical Issue,Low,Chat,Tier 2,T2-Agent-07,Resolved,Resolved,4.92,7.34,45.36,7.34,72,False,3.64
TKT-18212,2025-06-14 19:37:36.222261112,Bug Report,High,Web Form,Tier 3,T3-Agent-03,Resolved,Resolved,5.0,58.62,110.54,58.62,24,True,2.47
